Location,City,State,Country,CountryCode,Locality,LocalityGeneral,LocalitySpecific,LocalityType,GPSAltitude,GPSAltitudeRef,GPSDestBearing,GPSDestBearingRef,GPSDOP,GPSHPositioningError,GPSImgDirection,GPSImgDirectionRef,GPSLatitude,GPSLatitudeRef,GPSLongitude,GPSLongitudeRef,GPSMapDatum,GPSProcessingMethod,GPSSpeed,GPSSpeedRef,GPSTimeStamp,GPSVersionID,Threshold,Show on Map
Cranberry Lake,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.87333893,N,-124.520655,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Cusheon Lake Resort,Salt Spring Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.81445266,N,-123.4687597,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Cuthbert Holmes Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.45762722,N,-123.4017365,W,-,-,-,-,-,-,50,Show on Map
Daintree Crocodylus,Daintree Rainforest,Queensland,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-16.22568911,S,145.4364511,E,-,-,-,-,-,2 3 0 0,50,Show on Map
Daintree Discovery Centre,Daintree Rainforest,Queensland,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-16.23750804,S,145.4278107,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Daintree Ferry,Daintree Rainforest,Queensland,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-16.25973091,S,145.3982097,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Daintree Ice Cream Company,Daintree Rainforest,Queensland,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-16.21377773,S,145.4045449,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Dallas Fort Worth International,Dallas,Texas,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,32.89757004,N,-97.04045595,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Dallas Road,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.40772492,N,-123.3465958,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Damnoen Saduak Floating Market,Damnoen Saduak District,Ratchaburi,Thailand,THA,-,-,-,-,-,0,-,-,-,-,-,-,13.51930331,N,99.95928884,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Darling Harbour,Sydney,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-33.85136651,S,151.1996651,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Delta Hotel,Kelowna,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.89068088,N,-119.4982696,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Denarau Island Westin Resort,Denarau Island,Viti Levu,Fiji,FJI,-,-,-,-,-,0,-,-,-,-,-,-,-17.75992629,S,177.372551,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Dinner Bay,Mayne Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.83440624,N,-123.3178961,W,-,-,-,-,-,2 2 0 0,50,Show on Map
DND Emergency Response Training Centre,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.44792381,N,-123.4513414,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Donkersley Beach,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Douglas Street,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42857941,N,-123.3645558,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Downtown,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42312051,N,-123.3632416,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Dr. Sun Yat-Sen Classical Chinese Garden,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.27959253,N,-123.103416,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Drumbeg Provincial Park,Gabriola Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.13388647,N,-123.6953768,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Duncan,Duncan,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.74060318,N,-123.6184073,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Dunsmuir Middle School,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Durrance Lake,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.54758058,N,-123.476994,W,-,-,-,-,-,2 2 0 0,50,Show on Map
East Sooke Park,East Sooke,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.32572778,N,-123.6329694,W,-,-,-,-,-,2 3 0 0,50,Show on Map
East Sooke Park [Mirkwood],East Sooke,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Ecole Poirier Elementary School,Sooke,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.39085,N,-123.718748,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Ed Macgregor Park,Sooke,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.37315341,N,-123.7246848,W,-,-,-,-,-,-,50,Show on Map
Edge Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.47026808,N,-123.4044725,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Edward Milne Community School,Sooke,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.3883385,N,-123.6964095,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Elk Falls Provincial Park,Campbell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,50.04137607,N,-125.3200579,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Elk Lake,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.53470927,N,-123.3901012,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Ella Beach,Sooke,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Empress,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42125862,N,-123.3668062,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Enchanted Adventure Garden,Arthurs Seat,Victoria,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-38.35909953,S,144.9531676,E,-,-,-,-,-,2 3 0 0,50,Show on Map
Englishman River Falls,Errington,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.24529876,N,-124.3501925,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Errington,Errington,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.24559293,N,-124.350214,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Esplanade,Cairns,Queensland,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-16.91855242,S,145.7765004,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Esquimalt Fire Department,Esquimalt,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42938565,N,-123.4151316,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Esquimalt Lagoon,Victoria,British Columbia,Canada,CAN,-,-,-,-,3.694377831,0,319.381317,T,-,6.000906208,319.381317,T,48.42549167,N,-123.462975,W,-,-,0.079348116,K,-,2 2 0 0,50,Show on Map
Esquimalt Recreation Centre,Esquimalt,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42871646,N,-123.412621,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Esquimalt Road,Esquimalt,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.43081656,N,-123.4003365,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Eureka Tower,Melbourne,Victoria,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-37.8213156,S,144.964698,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Experience Music Project Museum,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.62122129,N,-122.3495074,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Expo 86 Grounds,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Fairmont Empress Hotel,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42157546,N,-123.3677369,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Fantasy Gardens,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Federation Square,Melbourne,Victoria,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-37.81969923,S,144.9677673,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Ferry,Salt Spring Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.73151159,N,-123.4173203,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Ferry [Little River to Powell River],Little River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.82779576,N,-124.5719147,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Ferry Terminal,Tsawwassen,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.00815001,N,-123.1301308,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Fig Tree Park,Cairns,Queensland,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-16.92449684,S,145.7805058,E,-,-,-,-,-,2 3 0 0,50,Show on Map
Fire Station,Esquimalt,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.42938611,N,-123.4151306,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Fireside Grill,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.49502459,N,-123.3877669,W,-,-,-,-,-,-,50,Show on Map
Fisherman's Wharf,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42276451,N,-123.3748341,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Flemming Beach,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Forest Museum [2892 Drinkwater Road],Duncan,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.79940121,N,-123.714155,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Fort Rodd Hill,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.43046773,N,-123.4475541,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Francis King Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.4861425,N,-123.4483802,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Frank Slide,Frank,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Fremantle Prison,Fremantle,Western Australia,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-32.04649687,S,115.7456017,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Fridas Villa and Cottage,Salt Spring Island,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.80751111,N,-123.4269139,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Fulford Harbour,Salt Spring Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.76906465,N,-123.4496315,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Fushimi Inari-taisha,Kyoto,Kyoto Prefecture,Japan,JPN,-,-,-,-,-,0,-,-,-,-,-,-,34.96719233,N,135.7725513,E,-,-,-,-,-,2 2 0 0,50,Show on Map
G.R. Pearkes Recreation Centre,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.45460927,N,-123.3988237,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Gabriola Island Community Hall,Gabriola Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.13318448,N,-123.7546965,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Galey Farms,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.4777,N,-123.3544806,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Galloping Goose Trail,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.46232544,N,-123.4108025,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Ganges,Salt Spring Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.85210962,N,-123.4983766,W,-,-,-,-,-,2 2 0 0,50,Show on Map
George Davis Park,Mossman,Queensland,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-16.45783816,S,145.3725024,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Gibsons Beach,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.88917403,N,-124.5941448,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Gnome Homes,Texada,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Golders Green,London,Southeast England,England,GBR,-,-,-,-,-,-,-,-,-,-,-,-,51.57181884,N,-0.195482484,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Goldstream Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.47895269,N,-123.548255,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Goodview Restaurant,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Gordon Bay,Lake Cowichan,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.835825,N,-124.1948167,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Government House,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.41844251,N,-123.3425456,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Goward House,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.46674308,N,-123.2969645,W,-,-,-,-,-,-,50,Show on Map
Gowland Tod,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.56132908,N,-123.4657931,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Grand Hyatt Hotel,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.61221905,N,-122.3331445,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Grand Palace,Bangkok,Bangkok,Thailand,THA,-,-,-,-,-,-,-,-,-,-,-,-,13.75053611,N,100.4915361,E,-,-,-,-,-,2 3 0 0,50,Show on Map
Granville Island,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.37969064,N,-123.0831599,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Greater Vancouver Zoo,Aldergrove,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.09392063,N,-122.4921083,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Greenglade Community Centre,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.6396051,N,-123.4099925,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Grouse Mountain,North Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.382275,N,-123.0787182,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Gyro Beach,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.45908472,N,-123.2919163,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Hacienda Buena Vista [Coffee Plantation],Ponce,Puerto Rico,United States of America,USA,-,-,-,-,-,-,-,-,-,-,-,-,18.08347222,N,-66.65404007,W,-,-,-,-,-,-,50,Show on Map
Hamilton Island Airport,Hamilton Island,Queensland,Australia,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-20.35169865,S,148.9517316,E,-,-,-,-,-,-,50,Show on Map
Hampstead Heath,London,Southeast England,England,GBR,-,-,-,-,-,-,-,-,-,-,-,-,51.56082576,N,-0.163032764,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Hampton Court Park,London,Southeast England,England,GBR,-,-,-,-,-,-,-,-,-,-,-,-,51.40562666,N,-0.321681169,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Happy Valley Elementary School,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.42849988,N,-123.5290945,W,-,-,-,-,-,-,50,Show on Map
Harbour Centre Tower,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Hartland Mountain Bike Trails,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.52919606,N,-123.4608364,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Haslam Lake,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Hatley Castle,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.4338313,N,-123.4724665,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Hatley Memorial Gardens,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.43996344,N,-123.4869289,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Helmecken Centennial Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.46151084,N,-123.4310317,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Henderson Park,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.8760528,N,-124.548381,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Hetinkis Park,Ucluelet,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.93008416,N,-125.5406427,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Higgins Inn,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Highrock Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Historical Society and Museum,Port Macquarie,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-31.42937032,S,152.9100564,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Hyacinth Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.46915483,N,-123.4023535,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Hyatt Regency Vancouver,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.28514955,N,-123.1205526,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Independence Monument,Phnom Penh,Phnom Penh,Cambodia,KHM,-,-,-,-,-,0,-,-,-,-,-,-,11.55646669,N,104.9282584,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Inland Lake,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Inner Harbour,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42193859,N,-123.3679891,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Isabella Dicken Elementary School,Fernie,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Ishizukas Tetsuji Dojo,Noda,Chiba Prefecture,Japan,JPN,-,-,-,-,-,0,-,-,-,-,-,-,35.95846983,N,139.8658356,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Island View Beach,Victoria,British Columbia,Canada,CAN,-,-,-,-,0.05598415,0,-,-,-,-,280.8449409,T,48.57326634,N,-123.3665984,W,WGS-84,-,-,-,-,2 2 0 0,50,Show on Map
Italian Hall,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Iwatayama Monkey Park,Kyoto,Kyoto Prefecture,Japan,JPN,-,-,-,-,-,0,-,-,-,-,-,-,35.0091022,N,135.6748223,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Japanese Garden,Mayne Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.83278105,N,-123.3161634,W,-,-,-,-,-,2 2 0 0,50,Show on Map
JC Hill Elementary School,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.82684065,N,-124.5079172,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Jenolan Caves,Katoomba,New South Wales,Australia,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Joan and Charlie's Cabin,Salt Spring Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.91208173,N,-123.5280412,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Joan and Charlie's House,Burnaby,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.27212387,N,-122.8841695,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Journey Middle School,Sooke,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.387553,N,-123.717204,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Kalalau Valley,Kauai,Hawaii,United States of America,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Katoomba Scenic World,Katoomba,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-33.72865846,S,150.3010798,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Keesler Airforce Base,Biloxi,Mississippi,United States of America,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Kidd Road,Crescent Beach,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Kings Park and Botanic Garden,Perth,Western Australia,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-31.95995434,S,115.8340931,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Kinsol Trestle,Duncan,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.66884276,N,-123.6940598,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Konukson Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,60.38823811,0,-,-,-,-,37.04409857,M,48.45513163,N,-123.272866,W,WGS-84,-,-,-,-,2 2 0 0,50,Show on Map
Kryal Castle,Ballarat,Victoria,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-37.5714441,S,143.9562482,E,-,-,-,-,-,2 2 0 0,50,Show on Map
La Guancha Boardwalk,Ponce,Puerto Rico,United States of America,USA,-,-,-,-,-,-,-,-,-,-,-,-,17.96520851,S,-66.61408289,W,-,-,-,-,-,-,50,Show on Map
Lake Monger,Perth,Western Australia,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-31.92612307,S,115.8246517,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Lampson School,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Langham Court Theatre,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.42030574,N,-123.3491854,W,-,-,-,-,-,-,50,Show on Map
Larry Gouthro Park,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Layrtiz Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.49269139,N,-123.4070635,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Leechtown,Leechtown,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Lego Land,Melbourne,Victoria,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-37.88451498,S,145.0836302,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Lighthouse Point,Mayne Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.87376299,N,-123.2906637,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Lindsay Park,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Little Mountain Cemetary,Chilliwack,British Columbia,Canada,CAN,-,-,-,-,37.13488975,0,-,-,-,-,267.4284666,T,49.18459355,N,-121.9060215,W,-,-,-,-,2.150972222,2 2 0 0,50,Show on Map
Lois Lake,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Lone Tree Hill,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.51913431,N,-123.5136008,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Long Beach,Tofino,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.06978932,N,-125.7533312,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Lonsdale Quay,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.30991054,N,-123.0835891,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Lund,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.98166111,N,-124.7601528,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Luxton Fairgrounds,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42978076,N,-123.5306972,W,-,-,-,-,-,2 2 0 0,50,Show on Map
MacAulay Point Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,18.06413631,0,205.046532,T,-,12.00181242,205.046532,T,48.41878056,N,-123.4087611,W,-,-,0.142946824,K,-,2 2 0 0,50,Show on Map
Madame Tussauds,Sydney,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-33.8694393,S,151.2016076,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Madrona,Parksville,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.31426814,N,-124.2629242,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Maeklong Railway Market,Samut Songkhram,Bangkok,Thailand,THA,-,-,-,-,-,0,-,-,-,-,-,-,13.40715085,N,99.9994576,E,-,-,-,-,-,2 2 0 0,50,Show on Map
